gene_name,num_candidates,mean_calibrated_score,max_calibrated_score,mean_conservation_pct,top5_mean_scores
gene_wcrV,648,-0.18679327160493833,5.7347,1.0,3.9567
gene_wciC,346,0.04799631021194609,3.68232,1.0,3.413274
gene_whaG,379,0.17848229551451195,3.58535,1.0,3.362298
gene_wciS,354,0.017593361581920732,4.20255,1.0,3.3442439999999998
gene_wcyO,351,-0.20443052706552717,3.59955,1.0,3.326334
gene_whaL,369,0.10749764227642276,3.90985,1.0,3.315256
gene_whaC,293,0.10450075085324236,4.06752,1.0,3.269626
gene_whaD,361,0.06335963988919666,3.87722,1.0,3.242304
gene_wchB,378,0.0027328571428571254,3.6752,1.0,3.175806
gene_wcwY,324,-0.0294046296296296,3.39899,1.0,3.174262
gene_wcyQ,369,0.11720867208672095,3.26757,1.0,3.1619520000000003
gene_wchD,384,0.06579494791666662,3.84243,1.0,3.100698
gene_mnaA,362,0.09316598583368746,3.744914,0.9996316758747699,3.0658724000000004
gene_whaM,332,0.028709277108433785,3.31564,1.0,3.029384
gene_whaF,320,0.04561315625000004,3.67422,1.0,3.01517
gene_wcyH,343,-0.24970760932944605,3.396815,1.0,3.012141
gene_wciX,332,-0.44914720883534137,4.31346,1.0,2.9905706666666667
gene_wcyS,338,-0.0738010650887574,3.40211,1.0,2.97748
gene_wciK,358,0.03360712290502786,3.28506,1.0,2.974998
gene_wchG,306,-0.048396078431372565,3.47643,1.0,2.972934
gene_wcyA,376,0.07508948138297872,3.35434,1.0,2.960052
gene_wcyC,393,-0.09272108142493643,4.027950000000001,1.0,2.9594910000000003
gene_whaK,342,0.022327105263157846,3.58024,1.0,2.9136300000000004
gene_wchA,455,-0.19026045947782572,3.487358548387097,0.999067599067599,2.8805118914956016
gene_wchI,385,-0.019300545454545466,3.8085,1.0,2.875886
gene_wchR,361,0.04419259002770083,3.23063,1.0,2.8742779999999994
gene_wcyV,293,-0.1724058020477816,3.93545,1.0,2.872192
gene_wchU,369,0.013811707317073166,3.55405,1.0,2.8150939999999998
gene_intron,425,-0.15638630588235292,3.1669700000000005,1.0,2.8039180000000004
gene_wcxB,389,0.012933547557840609,3.305165,1.0,2.796513
gene_wciJ,408,-0.08633395526960792,4.106478750000001,1.0,2.78691775
gene_wcjC,397,-0.09342869017632238,3.009245,1.0,2.7850230000000002
gene_wcwA,382,0.0941962879581152,3.325564,1.0,2.78065
gene_wcyT,325,-0.09629489230769225,3.04263,1.0,2.779398
gene_wcxD,358,0.05696686033519554,3.236966,1.0,2.7753667999999996
gene_wciY,386,0.0677088860103627,3.5802279999999995,0.9813471502590675,2.770562
gene_wcrI,331,0.017219748237663687,3.5763200000000004,1.0,2.7457726666666664
gene_wcxE,392,-0.1320889132653061,3.66104,1.0,2.7410724
gene_whaJ,342,0.008460877192982452,3.44182,1.0,2.7346280000000003
gene_fnlA,351,0.11755433455433452,2.877147142857143,0.9971509971509972,2.7316514285714284
gene_wciP,328,-0.0537470121951219,3.623835,1.0,2.7183640000000002
gene_wcyR,284,-0.13761271126760563,3.48857,1.0,2.715592
gene_whaE,268,0.05622619402985068,2.84258,1.0,2.710688
gene_mnaB,407,-0.10180973464373463,3.436896,1.0,2.6753828
gene_wcxP,386,0.006810466321243515,3.133845,1.0,2.6672529999999997
gene_wciG,332,-0.335002765938755,2.8660718750000007,0.999058734939759,2.653528875
gene_wcjA,361,-0.004487130193905788,3.045942,1.0,2.6515436
gene_wcyU,342,-0.06838891812865497,3.09475,1.0,2.650206
gene_wcwL,396,-0.13287366161616165,3.384783333333333,1.0,2.6407160000000003
gene_wcxS,300,-0.10863081666666659,3.18893,1.0,2.6231299999999997
gene_wcwH,355,-0.024987957746478894,2.895635,1.0,2.618946
gene_wcwG,312,-0.18593466346153853,2.775465,1.0,2.607256
gene_wciZ,325,-0.2516456717948718,3.113796666666667,1.0,2.606998
gene_gla,352,0.10331938446969699,3.2898633333333334,1.0,2.598680666666666
gene_rbsF,637,-0.12992126896912606,3.698735000000001,1.0,2.5967793333333336
gene_wcyK,363,0.05213519283746559,3.0940483333333333,1.0,2.566674
gene_wciT,242,0.12398297520661167,2.7645,1.0,2.558784
gene_fnlB,409,-0.021602044621026845,3.14786875,1.0,2.542692
gene_wcwV,374,0.030915093582887673,2.717795,1.0,2.5408679999999997
gene_wcxT,242,0.17773855371900824,2.7643,1.0,2.54014
gene_wcrM,326,-0.11884664110429452,3.013705,1.0,2.531953
gene_wciL,355,0.04611595305164318,2.8329533333333337,1.0,2.517674
gene_wchH,337,-0.22725492581602377,2.98451,1.0,2.511054
gene_wcrU,204,0.05349720588235304,3.3537,1.0,2.499494
gene_wciO,230,-0.25292945652173904,2.70465,1.0,2.4830440000000005
gene_mnp2,359,-0.01462973073351906,2.7912233333333334,1.0,2.482846666666666
gene_wcxR,273,-0.016877692307692285,2.67024,1.0,2.4709559999999997
gene_wcrJ,371,0.07490540431266844,2.6350360000000004,0.9994609164420486,2.4451556
gene_wcyD,321,-0.1427110280373832,2.59997,1.0,2.4382779999999995
gene_wcxQ,270,-0.11506096296296299,2.92659,1.0,2.4377079999999998
gene_wcjB,289,-0.03030391868512113,2.9539500000000003,1.0,2.4058140000000003
gene_wcyM,366,-0.020383852459016374,3.20763,1.0,2.4010419999999995
gene_wcxM,228,0.15237378654970762,2.5746866666666666,1.0,2.400379333333333
gene_wcyP,321,-0.07959510903426789,2.86223,1.0,2.396584
gene_abp2,351,0.037823873219373215,2.985436,0.9994301994301995,2.3866364000000004
gene_wcrC,359,0.0851389423482738,2.720563636363636,0.9995357474466109,2.377456545454545
gene_wcyB,255,-0.04820425490196084,2.57386,1.0,2.368391
gene_whaB,280,0.004442285714285735,2.6495800000000003,1.0,2.368021
gene_wcyN,290,-0.045559344827586154,2.627875,1.0,2.367167
gene_wcjD,221,0.05111328054298644,3.06665,1.0,2.364768
gene_wzg,481,0.026759112840352785,2.5285562499999994,0.9998700623700624,2.3645743437499998
gene_wcwD,320,-0.14256185937499993,2.873935,1.0,2.348389
gene_wzh,243,0.08980278737997259,2.8258956666666664,1.0,2.339879622222222
gene_wchC,183,0.13739240437158468,2.53649,1.0,2.3223000000000003
gene_wchS,300,-0.09081191666666659,2.670555,1.0,2.308205
gene_wcxJ,259,-0.18017996138996142,2.40293,1.0,2.300462
gene_wcxI,307,-0.06605817589576547,2.517793333333333,1.0,2.283533333333333
gene_wcxN,292,-0.1657469006849315,2.608665,1.0,2.282943
gene_wchM,318,-0.020945251572327087,2.48578,1.0,2.2747008
gene_wchW,409,-0.23564108394458036,2.37688,1.0,2.2717219999999996
gene_wcrK,301,-0.07223717607973419,2.85181,1.0,2.258223
gene_wcrW,414,-0.13376760869565218,2.57906,1.0,2.257036666666667
gene_wchP,268,-0.028971753731343246,2.9360325,1.0,2.2551949999999996
gene_wcwI,292,-0.07707214041095892,2.662985,1.0,2.255099
gene_fnlC,394,-0.17911633883248732,2.865015,1.0,2.24812975
gene_wcjG,197,0.044739492385786825,2.37039,1.0,2.2262320000000004
gene_wcrX,226,0.06934170353982298,2.420005,1.0,2.221563
gene_wchF,390,-0.0473364011796894,2.374172307692307,0.9796640141467728,2.197331692307692
gene_wcrQ,305,-0.16448220765027327,2.68541,1.0,2.1819586666666666
gene_rmlD,283,0.00762906403516331,2.315500487804878,1.0,2.166987268292683
gene_wzx,467,-0.38674867218400033,2.379140120481928,0.9811059327371207,2.147390872825757
gene_wcrT,361,0.0056834626038780945,2.33713,1.0,2.1456000000000004
gene_gtp1,342,-0.06633556652046779,2.5313812500000004,1.0,2.1419189999999997
gene_wchL,341,0.010414381231671642,2.262088,0.9988269794721408,2.1216244
gene_wcjE,342,-0.31264911689456487,2.312534705882353,0.9991400068799449,2.1022312941176473
gene_wchV,322,-0.03206703933747421,2.2788566666666665,1.0,2.090113333333333
gene_wciV,348,-0.00026431752873563305,2.34765,1.0,2.080414
gene_wciN,314,-0.06602207643312105,2.3620220000000005,1.0,2.067228
gene_wcrR,296,-0.012617820945945907,2.2583375,1.0,2.065627
gene_wcxG,298,-0.08426453020134225,2.202944,1.0,2.0395111999999997
gene_mnp1,238,0.21072130252100846,2.1691233333333333,1.0,2.037782
gene_wcwR,156,-0.03684073717948722,2.214915,1.0,2.031917
gene_wchO,247,0.055090627530364346,2.188681111111111,0.9995501574448943,2.010194222222222
gene_wcrP,365,0.01640590410958898,2.44496,1.0,2.009176
gene_wciQ,159,-0.05379364779874219,2.27573,1.0,2.00747
gene_wciW,303,-0.10382635313531358,2.15181,1.0,1.9993290000000001
gene_wcwU,395,-0.12508737215189872,2.533532,1.0,1.9929055999999998
gene_abp1,239,0.16856679218967915,2.5198683333333336,1.0,1.963534333333333
gene_gtp3,277,-0.09963166064981946,2.17418375,1.0,1.9238140000000001
gene_whaI,273,-0.09141724358974354,2.66416,1.0,1.9203059999999996
gene_gtp2,234,0.1089305128205128,2.1275625,1.0,1.9111357499999997
gene_wcrH,344,-0.03297019767441859,2.480536,0.9903100775193797,1.9099843333333333
gene_wzd,230,0.10186636908212562,2.080460777777778,0.9996135265700482,1.904125
gene_wchN,302,-0.09113548344370855,2.307076,0.9841059602649008,1.9024568000000002
gene_wciU,423,-0.1309565011820331,2.0915283333333337,1.0,1.8917463333333333
gene_wchX,382,-0.0007093567688856092,2.0802157142857145,1.0,1.8834971428571428
gene_wcrO,260,-0.05187819230769227,2.256225,1.0,1.863803
gene_rmlA,289,-0.09666019940555409,2.046371,0.9996539792387542,1.8581668500000004
gene_wcyF,220,-0.0240255909090909,2.03535,1.0,1.854712
gene_rmlB,349,0.056902233664127486,2.0200512500000003,0.9906535680174651,1.8415829048780492
gene_wcrN,273,-0.08787686202686205,2.21717,1.0,1.838626
gene_wze,227,0.12849806105679074,2.106550989010989,0.9960788110567846,1.832685051734782
gene_gct,130,0.08913398911341927,2.1157608333333333,0.9662393162393162,1.8241103333333335
gene_wcxK,184,0.11313516304347827,2.0138,1.0,1.823292
gene_wciD,327,-0.099511624872579,2.077306666666667,0.9877675840978594,1.7911372666666665
gene_wchQ,289,-0.011852722029988477,2.073945,1.0,1.781481
gene_wcjH,213,-0.08393363849765252,2.616475,1.0,1.775583
gene_wciF,313,-0.13870883735114722,1.9510549999999995,0.9970713525026625,1.7748865000000003
gene_wcwT,166,-0.03288602409638559,1.991888,1.0,1.759394
gene_wciE,322,-0.13781124430641825,1.9241066666666664,0.9974120082815735,1.7478226666666667
gene_wcwK,326,-0.09709801635991816,1.8788866666666664,1.0,1.7373313333333331
gene_HG262,81,0.12655333333333335,1.9849,1.0,1.7221119999999999
gene_wcrG,313,-0.12128087326943558,2.3827,1.0,1.70292
gene_wcrL,239,0.110928460251046,1.831386,1.0,1.6880871999999996
